SID,DID,Source,Destination,Passengers,Seats,Flights,Distance,Date,SPopulation,DPopulation
PHL,MIA,"Philadelphia, PA","Miami, FL",703,774,6,1013,200501,11701242,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",441,446,2,1223,200501,1155093,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5176,7344,51,1013,200505,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5452,7776,54,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",7391,10340,55,1013,200501,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",2164,4118,29,1013,200501,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5093,6426,51,1013,200508,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",4251,5904,41,1013,200508,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",5129,6116,93,334,200503,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",1063,1260,10,1013,200502,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5072,6174,49,1013,200505,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",115,188,1,1013,200506,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",582,752,4,1013,200504,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",1,19,1,334,200512,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",262,360,3,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",11115,13824,96,1013,200502,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",5985,8640,60,1013,200510,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",8831,12296,86,1013,200504,11701242,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",4964,6148,28,2585,200510,8299214,10886318
SFO,MIA,"San Francisco, CA","Miami, FL",8112,10340,55,2585,200510,8299214,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",14938,17424,121,1013,200503,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",10234,13320,90,1013,200508,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",3827,5388,82,334,200510,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200511,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",3675,5904,90,334,200508,1248524,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",113,148,1,1223,200504,1155093,10886318
OKC,MIA,"Oklahoma City, OK","Miami, FL",345,346,2,1223,200501,1155093,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",148,169,1,1013,200512,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",2494,4080,34,1013,200511,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",164,183,1,1013,200510,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200502,11701242,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",11143,13320,90,1013,200511,11701242,10886318
JAX,MIA,"Jacksonville, FL","Miami, FL",0,0,1,334,200512,1248524,10886318
PHL,MIA,"Philadelphia, PA","Miami, FL",0,0,1,1013,200503,11701242,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",467,800,16,1080,200509,2118249,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",1277,1848,42,1080,200509,2118249,10886318
ANC,MIA,"Anchorage, AK","Miami, FL",0,0,2,4004,200511,351851,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",101,200,4,1080,200501,2118249,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",1640,2508,57,1080,200501,2118249,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",36,66,1,1080,200503,2118249,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",9830,13912,74,946,200508,2649586,10886318
BKL,MIA,"Cleveland, OH","Miami, FL",0,62,1,1087,200503,2118249,10886318
ANC,MIA,"Anchorage, AK","Miami, FL",0,0,2,4004,200511,351851,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",192,378,3,946,200508,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",32,144,1,946,200508,2649586,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",1888,2852,23,1080,200505,2118249,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",0,519,3,946,200510,2649586,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",298,336,3,1080,200505,2118249,10886318
CLE,MIA,"Cleveland, OH","Miami, FL",98,124,1,1080,200505,2118249,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",4634,7696,52,946,200510,2649586,10886318
ANC,MIA,"Anchorage, AK","Miami, FL",0,0,22,4004,200511,351851,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",3932,5076,27,946,200510,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",4717,5640,30,946,200512,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",5917,8880,60,946,200511,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",4625,5640,30,946,200511,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",6763,9324,63,946,200512,2649586,10886318
ANC,MIA,"Anchorage, AK","Miami, FL",0,0,22,4004,200509,351851,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",202,300,6,650,200508,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1792,2420,55,650,200508,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",2134,2552,58,650,200507,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",48,50,1,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1717,2508,57,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",34,59,2,650,200501,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1919,3994,28,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",3122,4788,38,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",14864,20304,141,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",0,0,1,650,200505,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",5715,7812,62,650,200507,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",9981,13104,91,650,200507,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",2920,4090,31,650,200503,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1,266,2,650,200504,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1619,4292,29,650,200508,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",458,700,14,650,200501,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",1431,1980,45,650,200501,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",34,186,3,650,200503,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",2079,3870,30,650,200501,1519448,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",3933,5452,29,946,200509,2649586,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",5137,8584,58,946,200509,2649586,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",2818,4510,31,650,200505,1519448,10886318
BWI,MIA,"Baltimore, MD","Miami, FL",1054,2220,15,946,200508,2649586,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",4466,6570,52,650,200502,1519448,10886318
CLT,MIA,"Charlotte, NC","Miami, FL",14364,17262,120,650,200502,1519448,10886318
